# Cs   Pb   I   N   C   H
1.829407855754619635e-03 8.867975173719320342e-03 1.819454801750627210e-02 2.234458514133378926e-01 2.522792125258520590e-01 4.953830050138297580e-01
1.725704425828593520e-03 9.107710844711099443e-03 1.841939275635222362e-02 2.327670423023949497e-01 2.527966188868995823e-01 4.851835307838135436e-01
1.674295183031475516e-03 9.209189495785877200e-03 1.856921744418559700e-02 2.405055057228943916e-01 2.519540523618136185e-01 4.780877397922888572e-01
1.574169077285530668e-03 9.564855685293416343e-03 1.723032506816602263e-02 2.395437948240579928e-01 2.577567214891247627e-01 4.743301338560722558e-01
1.581851602184570658e-03 9.237682734731609419e-03 1.612090815938956728e-02 2.297450866599271557e-01 2.619852834852325341e-01 4.813291873585345826e-01
1.489490535157663624e-03 8.988966829044967369e-03 1.601587609052889175e-02 2.303399137864846624e-01 2.615183069833008078e-01 4.816474457754830185e-01
1.716641061290384530e-03 8.363109563184565470e-03 1.823779724007295461e-02 2.454557636153171241e-01 2.471154285005173201e-01 4.791112600196176241e-01
1.456928022590946170e-03 8.437524191084943073e-03 1.778241160954895442e-02 2.518469184289431340e-01 2.468090819964983418e-01 4.736671357513336234e-01
1.519804602408589408e-03 8.323228114109518933e-03 1.884611082828217127e-02 2.691126198504095735e-01 2.402882673880495645e-01 4.619099692167406568e-01
1.537999200971915722e-03 9.408137583041001339e-03 1.906942290821025954e-02 2.713680372416730768e-01 2.416264364170014611e-01 4.569899666491021306e-01
1.754848866743559561e-03 9.557277109243991764e-03 2.075012755623664024e-02 2.879691359465072487e-01 2.407006213097007685e-01 4.392679892115678442e-01
1.756522821767827341e-03 9.309841330017372060e-03 2.102289509018824554e-02 2.965714686343768336e-01 2.401736774705472144e-01 4.311655946531023909e-01
1.613629776346143727e-03 9.867791356824065843e-03 2.162258689987614502e-02 2.958450369868003138e-01 2.441510837791276978e-01 4.268998712010256269e-01
1.559640058124909341e-03 1.064951708040743489e-02 2.282553452671521113e-02 2.967870488607969870e-01 2.448235374344830129e-01 4.233547220394723865e-01
1.708951375439837208e-03 1.179836888612535543e-02 2.334387935495173955e-02 3.005082323141696765e-01 2.424976166213234363e-01 4.201429514479899097e-01
1.729220866525719514e-03 9.587310704537417919e-03 2.535068884822654425e-02 3.605112870581715923e-01 2.125070713306225767e-01 3.903144211919162276e-01
1.597641698876539011e-03 1.039714588149791979e-02 2.265317363160872233e-02 3.443534985169820484e-01 2.212315925217821500e-01 3.997669477492526435e-01
1.434311217391803957e-03 9.178957862226990935e-03 2.108145790276592935e-02 3.270128514605575298e-01 2.321316008236709583e-01 4.091608207333867209e-01
1.026539396542258805e-03 8.132749095909094783e-03 2.181603939137583340e-02 3.254913004331791981e-01 2.348368193679949145e-01 4.086965523149985735e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.898382960034872453e-03 8.124672419490604897e-03 2.240373389364680792e-02 3.810726459175468039e-01 2.172278202665512414e-01 3.692727445427297917e-01
2.432730733552338365e-03 9.557560918008394663e-03 2.449457711132831464e-02 4.092453779922759494e-01 2.028876656370997844e-01 3.513820876077352606e-01
2.789798226037954864e-03 1.145344449325360996e-02 2.531924442536138964e-02 4.114294038365446382e-01 1.985438424509177735e-01 3.504642665678847080e-01
2.402488471551865196e-03 1.206954826742659068e-02 2.395250988198269551e-02 3.944034872018537530e-01 2.046609002825435508e-01 3.625110658946415487e-01
2.293072413719086499e-03 1.243026081845228711e-02 2.200470675186303599e-02 3.742665645486430437e-01 2.142840992852910464e-01 3.747212961820313715e-01
2.382267929926454829e-03 1.294838317539211310e-02 2.183459681636831101e-02 3.719045908633805131e-01 2.146112134942438077e-01 3.763189477206886902e-01
2.473072762733580492e-03 1.287340884895466116e-02 2.133021430908811286e-02 3.659555879729778916e-01 2.168249198344841255e-01 3.805427962717615742e-01
2.903387157166973775e-03 1.444024379419679704e-02 2.633036553047372191e-02 4.146542634095396473e-01 1.971554130388110948e-01 3.445163270698118896e-01
3.202436320293287897e-03 1.684396806944287589e-02 2.785352712565291114e-02 4.221732874821709225e-01 1.939816320661298388e-01 3.359451489363102228e-01
2.615060749910410026e-03 1.911998077880325622e-02 2.662938995780123400e-02 4.274409661177536734e-01 1.933224852206486544e-01 3.308721171750827472e-01
2.495869401910971036e-03 1.600266054032379801e-02 2.521732425101690100e-02 4.223810334647252196e-01 1.961912286227326663e-01 3.377118837192903400e-01
2.291446306758177821e-03 1.640114702575877145e-02 2.541920159092799295e-02 4.241699741843341642e-01 1.951928521192155264e-01 3.365253787730053125e-01
2.350743764624693179e-03 1.681930828023630448e-02 2.591635275833814936e-02 4.270165533122966539e-01 1.938276720233095551e-01 3.340693698611946205e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.160499461001668450e-03 1.548808597176188663e-02 1.838563953938281842e-02 4.543401854510683013e-01 1.310849100624473518e-01 3.785406795143380076e-01
2.216437950031176479e-03 1.620667906853175827e-02 1.905079168517824148e-02 4.587828335769443266e-01 1.294959689362530364e-01 3.742472887830614603e-01
2.224222244051107973e-03 1.670104538309319375e-02 1.975471489147212489e-02 4.636624993082358870e-01 1.276305328184810794e-01 3.700269853546666599e-01
2.158658396915000364e-03 1.645962023057856091e-02 1.971225817482763487e-02 4.629566656691306847e-01 1.294961529299697434e-01 3.692166445985783918e-01
2.117909267136149857e-03 1.708746846560624255e-02 2.009038402671543475e-02 4.675254307797140352e-01 1.275208848171970610e-01 3.656579226436310615e-01
2.241026017023116119e-03 1.731965543673887054e-02 2.026451153156657442e-02 4.699680309811342105e-01 1.281656669739190679e-01 3.620411090596181714e-01
2.257964838266012485e-03 1.778538755670498045e-02 2.048165973138271409e-02 4.662789915886420000e-01 1.304687285525623353e-01 3.627272677324420158e-01
2.142189777271667674e-03 1.842978956697337647e-02 2.037653712125696986e-02 4.646830490826314719e-01 1.309351597782070220e-01 3.634332746736595454e-01
2.022259114785154247e-03 1.961802915008198020e-02 2.096690836533331506e-02 4.714635701460737072e-01 1.285469720440610142e-01 3.573822611796648174e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.622533129896771967e-03 1.833164624343160826e-02 1.867595968129823203e-02 4.590124464575815466e-01 1.265917054001058639e-01 3.747657090876859165e-01
2.463741005290000837e-03 1.783504824112395679e-02 1.838164869677175878e-02 4.641464810643888828e-01 1.253326792220904318e-01 3.718404017703350606e-01
2.349271262755593757e-03 1.794040439091945313e-02 1.841432827419433801e-02 4.662245922310699897e-01 1.242189773294996719e-01 3.708524265115610286e-01
2.242515129503053293e-03 1.811878946367504600e-02 1.876388963466678675e-02 4.673009808382624364e-01 1.227967778246868841e-01 3.707770471092057818e-01
2.202969785634135806e-03 1.838447799925786372e-02 1.863824598329835713e-02 4.718419640451261832e-01 1.201146899558997311e-01 3.688176522307836658e-01
2.216154395712515400e-03 1.810363780963454225e-02 1.914543058592553526e-02 4.722588871550617018e-01 1.198140540749301208e-01 3.684618359787355524e-01
2.195566582716038107e-03 1.813318092862179279e-02 1.937947758979940288e-02 4.727841994138807236e-01 1.194445028742009418e-01 3.680630726107810280e-01
2.152712814533314697e-03 1.762178515890165664e-02 1.936762335755014622e-02 4.698143302153447443e-01 1.204343268053370691e-01 3.706092216483331536e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.289070007706033744e-03 1.005033150601985885e-02 8.738436067242739622e-03 3.119804488150313415e-01 1.733457541307084349e-01 4.945959594732916020e-01
1.282754094986548457e-03 9.857764481128726899e-03 1.067633854099476164e-02 3.167238572231604321e-01 1.704472641988706572e-01 4.910120214608588718e-01
1.260446759081063116e-03 9.864299744521061106e-03 1.211429731946391149e-02 3.211180939513764709e-01 1.673517030653918214e-01 4.882911591601657997e-01
1.296800098060625021e-03 1.014281693911121308e-02 1.349976623251597507e-02 3.260199254088679832e-01 1.641501605596632496e-01 4.848905307617809579e-01
1.305303246301616968e-03 9.507620101566305326e-03 1.279243236228738180e-02 3.104557501093324068e-01 1.727583709556566316e-01 4.931805232248556159e-01
1.300609036071629721e-03 9.126091759623268171e-03 1.296345737176558474e-02 3.081244546611252577e-01 1.748978684730679578e-01 4.935875186983462726e-01
1.552181309847884680e-03 1.148058953997775633e-02 1.041814791257795678e-02 3.508959200860068406e-01 1.528201110513232597e-01 4.728330501002663833e-01
1.426250094329807420e-03 1.039940054796838209e-02 1.094992669845461751e-02 3.341296595148733894e-01 1.596587945180583112e-01 4.834359686263154932e-01
1.355513877593904912e-03 9.840813074604269281e-03 1.137743965237228948e-02 3.288870970657388759e-01 1.622691293180660022e-01 4.862700070116246498e-01
1.416242535543809451e-03 9.776279671188223622e-03 1.232929117884244002e-02 3.213591907984407192e-01 1.656943351991156388e-01 4.894246606168691227e-01
1.448704042475781450e-03 9.582878520307560460e-03 1.197336947775181834e-02 2.926182152569775652e-01 1.805603524093977730e-01 5.038164802930895636e-01
1.480782031579629468e-03 8.968158213859270950e-03 9.204266153006193663e-03 2.828178963076730668e-01 1.876198966527351797e-01 5.099090006411467479e-01
1.509386597032094050e-03 8.903894764656472560e-03 7.755228686810068314e-03 2.637860069907181915e-01 1.956873362712835407e-01 5.223581466894995362e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
