 Frequency           :   -1.2146795126398563E-008
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
 Displacement pattern for each atom:
  -4.0521119581363180E-004   1.3386839025914961E-005   5.3528686146831816E-005   1.0000000000000000     
  -4.0519185901949887E-004   1.3373917851120871E-005   5.3499011603839509E-005   1.0000000000000000     
  -4.0517175431956055E-004   1.3374477864908655E-005   5.3577507733617830E-005   1.0000000000000000     
  -4.0519176533845033E-004   1.3388875427933693E-005   5.3531801617292950E-005   1.0000000000000000     
  -4.0517474544226901E-004   1.3377159535210721E-005   5.3584610673555994E-005   1.0000000000000000     
  -4.0520062282306844E-004   1.3392329548285514E-005   5.3558581093044882E-005   1.0000000000000000     
  -4.0516831997645621E-004   1.3377072656541620E-005   5.3559794015700418E-005   1.0000000000000000     
  -4.0522340179145592E-004   1.3384323834012455E-005   5.3536487015975722E-005   1.0000000000000000     
  -4.0520529562355635E-004   1.3374165554729389E-005   5.3501747601654663E-005   1.0000000000000000     
  -4.0523067488754962E-004   1.3371293983093286E-005   5.3500519454979979E-005   1.0000000000000000     
  -4.0522924748399272E-004   1.3399527563111794E-005   5.3493195336367000E-005   1.0000000000000000     
  -4.0517657564082221E-004   1.3389421781549918E-005   5.3528559161523466E-005   1.0000000000000000     
  -4.0518450351559874E-004   1.3385489852786855E-005   5.3580430531860548E-005   1.0000000000000000     
  -4.0518678517664146E-004   1.3392652986316587E-005   5.3554068957217909E-005   1.0000000000000000     
  -4.0518037600622398E-004   1.3380200092286187E-005   5.3559421045120983E-005   1.0000000000000000     
  -4.0522200191786740E-004   1.3359053366877168E-005   5.3487414503696826E-005   1.0000000000000000     
  -4.0522269568893208E-004   1.3421499780400605E-005   5.3488254364286755E-005   1.0000000000000000     
  -4.0518004117864946E-004   1.3392688270197600E-005   5.3560226867356548E-005   1.0000000000000000     
  -4.0518542860567300E-004   1.3381132068988332E-005   5.3562945673540100E-005   1.0000000000000000     
  -4.0517482696550612E-004   1.3384165550965270E-005   5.3531955735842064E-005   1.0000000000000000     
  -4.0518426875850612E-004   1.3390003926875112E-005   5.3577195059947333E-005   1.0000000000000000     
  -4.0523357006560877E-004   1.3373113569181569E-005   5.3499828207060140E-005   1.0000000000000000     
  -4.0523580890829608E-004   1.3406262625881940E-005   5.3489862244805593E-005   1.0000000000000000     
  -4.0520313549967997E-004   1.3401795214518116E-005   5.3498066589777504E-005   1.0000000000000000     
  -4.0522329059646727E-004   1.3385546810325206E-005   5.3526878099017349E-005   1.0000000000000000     
  -4.0516821833086383E-004   1.3391325585687620E-005   5.3556466972590093E-005   1.0000000000000000     
  -4.0520071425123973E-004   1.3386089450314155E-005   5.3563713483115459E-005   1.0000000000000000     
  -4.0517429505289955E-004   1.3392884158340649E-005   5.3576005794745173E-005   1.0000000000000000     
  -4.0519228452380173E-004   1.3385936912609061E-005   5.3534552770255532E-005   1.0000000000000000     
  -4.0520964104100827E-004   1.3388012169105976E-005   5.3532335265396596E-005   1.0000000000000000     
  -4.0519022044273458E-004   1.3401098357999843E-005   5.3500894934025906E-005   1.0000000000000000     
  -4.0517131115828795E-004   1.3393604254640162E-005   5.3576029071043360E-005   1.0000000000000000     
  -4.0517352709393051E-004   1.3398943017323105E-005   5.3574002195525675E-005   1.0000000000000000     
  -4.0519247737123707E-004   1.3401591511023233E-005   5.3497618208222759E-005   1.0000000000000000     
  -4.0521112844172275E-004   1.3387804150233941E-005   5.3523383067383900E-005   1.0000000000000000     
  -4.0519283187889494E-004   1.3385847499779119E-005   5.3532477415010067E-005   1.0000000000000000     
  -4.0517375627238211E-004   1.3395864358751836E-005   5.3583564331804870E-005   1.0000000000000000     
  -4.0520189566502164E-004   1.3382826375051340E-005   5.3557496167642687E-005   1.0000000000000000     
  -4.0516987830030221E-004   1.3399375404309792E-005   5.3558982571285990E-005   1.0000000000000000     
  -4.0522376082533786E-004   1.3389199703009036E-005   5.3533305896150990E-005   1.0000000000000000     
  -4.0520351745217424E-004   1.3402212055068325E-005   5.3500938277926599E-005   1.0000000000000000     
  -4.0523520976321775E-004   1.3406565805300683E-005   5.3493760051817434E-005   1.0000000000000000     
  -4.0523382117258730E-004   1.3371359146322910E-005   5.3495398789242699E-005   1.0000000000000000     
  -4.0518382850052067E-004   1.3385759905672101E-005   5.3577544685488633E-005   1.0000000000000000     
  -4.0517660751137469E-004   1.3387412297002400E-005   5.3527698493159896E-005   1.0000000000000000     
  -4.0518719682231067E-004   1.3382712917183355E-005   5.3553142354033021E-005   1.0000000000000000     
  -4.0518196626937122E-004   1.3394889700635423E-005   5.3557428505317732E-005   1.0000000000000000     
  -4.0522276054524013E-004   1.3421267940244704E-005   5.3489569147212069E-005   1.0000000000000000     
  -4.0522256505404029E-004   1.3357255739487278E-005   5.3483287097787116E-005   1.0000000000000000     
