# N (MA)   C (MA)   H (MA)   Pb   I   N (HA)   C (HA)   H (HA)
1.375127258969829069e-01 1.425612397245015761e-01 1.866988389501151036e-01 9.814661617323949816e-02 9.517542350160697329e-02 1.184166682827556966e-01 1.026041237236040293e-01 1.188843637471941883e-01
1.347907196360378090e-01 1.460987781670201047e-01 1.687788467111018265e-01 8.810597892270831399e-02 9.997394963304115367e-02 1.289333071612566994e-01 1.080160938341922644e-01 1.253023259346418006e-01
1.351718709006027586e-01 1.458517242585767870e-01 1.659965322419768852e-01 8.996449997862608627e-02 1.012757384266060601e-01 1.295248716700944658e-01 1.079148980157233484e-01 1.242998645077934977e-01
1.366044293254753683e-01 1.467952166833416394e-01 1.678687650635335149e-01 9.125781553148537562e-02 1.005451055047966030e-01 1.268155685934496124e-01 1.071992171572757058e-01 1.229138821406421944e-01
1.338697284473111815e-01 1.454892388815607895e-01 1.650272318454156784e-01 9.175251809697905492e-02 1.012390090045127145e-01 1.300320767898737462e-01 1.081542653684267469e-01 1.244359315659201992e-01
1.336164031723054146e-01 1.450667900405431809e-01 1.669863426826814767e-01 9.249942061506784274e-02 1.011607436732606391e-01 1.292339098235398831e-01 1.074930609572475187e-01 1.239433290353540579e-01
1.311459367067950021e-01 1.439083838000948801e-01 1.654864325895026023e-01 9.283167352998850097e-02 1.011561242168867308e-01 1.309924504754837460e-01 1.089376197220688208e-01 1.255413789591796614e-01
1.311232551460439488e-01 1.462995161553876933e-01 1.644256434661404698e-01 9.283224704630309299e-02 1.020393205186879287e-01 1.295889568264638747e-01 1.084904079602614924e-01 1.252006528807115826e-01
1.281915241915452530e-01 1.464588579924124279e-01 1.629881097316618066e-01 9.389600069930094384e-02 1.026638618850287399e-01 1.297507840301725945e-01 1.098403397286125960e-01 1.262105217412655966e-01
1.271415098993910475e-01 1.472504370408729557e-01 1.647087957510717238e-01 9.362100685495623742e-02 1.018484129023430607e-01 1.295366421373025101e-01 1.095518336765429340e-01 1.263413617375196141e-01
1.279435623448384185e-01 1.486002754947038373e-01 1.659257566985463117e-01 9.245640722593555239e-02 1.018591081362379414e-01 1.285116581838703920e-01 1.091788511321068189e-01 1.255243807837607695e-01
1.277534244652909767e-01 1.473200160189812313e-01 1.652841027768095217e-01 9.528259442843257931e-02 1.029598727632998062e-01 1.279781711422439405e-01 1.086211749743821037e-01 1.248006434305597989e-01
1.249707934388222946e-01 1.431033237955622317e-01 1.619391264387702589e-01 9.607923318691834191e-02 1.044751482992838099e-01 1.312454708664219927e-01 1.110381064878614432e-01 1.271487974863596271e-01
1.237110694782202897e-01 1.386049013820442322e-01 1.596075405987532891e-01 9.833687706866936495e-02 1.063819722363751469e-01 1.322303627362323708e-01 1.128692637295158618e-01 1.282580127701895001e-01
1.221586121362690514e-01 1.345218469167021313e-01 1.572610264686967185e-01 1.011589837731053515e-01 1.078928338342712984e-01 1.333487355325476686e-01 1.142332516980242574e-01 1.294247096403834951e-01
1.184080989710013243e-01 1.299560985608086694e-01 1.512582278642380929e-01 1.041829157596929067e-01 1.109893052603029562e-01 1.365280145226625552e-01 1.163556850144917137e-01 1.323216540468016844e-01
